"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"ARM","Armenia","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2010","2010",7,,
"ARM","Armenia","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2013","2013",7,,
"ARM","Armenia","IND-INFR-AIR-PC","Airports per one million inhabitants","2004","2004",0.7,,
"ARM","Armenia","IND-INFR-AIR-PC","Airports per one million inhabitants","2008","2008",0.7,,
"ARM","Armenia","IND-INFR-AIR-PC","Airports per one million inhabitants","2010","2010",0.7,,
"ARM","Armenia","IND-INFR-AIR-PC","Airports per one million inhabitants","2013","2013",0.7,,
"AUS","Australia","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2002","2002",11,,
"AUS","Australia","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2003","2003",11,,
"AUS","Australia","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2004","2004",11,,
"AUS","Australia","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2005","2005",11,,
"AUS","Australia","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2006","2006",11,,
"AUS","Australia","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2007","2007",11,,
"AUS","Australia","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2008","2008",11,,
"AUS","Australia","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2009","2009",11,,
"AUS","Australia","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2010","2010",11,,
"AUS","Australia","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2011","2011",11,,
"AUS","Australia","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2012","2012",11,,
"AUS","Australia","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2013","2013",11,,
"AUS","Australia","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2014","2014",11,,
"AUS","Australia","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2015","2015",11,,
"AUS","Australia","IND-INFR-URB-SHARE","Share of urban roads in total road network","2010","2010",16.1,,
"AUS","Australia","IND-INFR-URB-SHARE","Share of urban roads in total road network","2011","2011",16.2,,
"AUS","Australia","IND-INFR-URB-SHARE","Share of urban roads in total road network","2012","2012",16.3,,
"AUS","Australia","IND-INFR-URB-SHARE","Share of urban roads in total road network","2013","2013",16.5,,
"AUS","Australia","IND-INFR-URB-SHARE","Share of urban roads in total road network","2014","2014",16.6,,
"AUS","Australia","IND-INFR-URB-SHARE","Share of urban roads in total road network","2015","2015",16.7,,
"AUS","Australia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2000","2000",0.12,,
"AUS","Australia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2001","2001",0.12,,
"AUS","Australia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2002","2002",0.12,,
"AUS","Australia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2003","2003",0.12,,
"AUS","Australia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2004","2004",0.12,,
"AUS","Australia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2005","2005",0.12,,
"AUS","Australia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2006","2006",0.13,,
"AUS","Australia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2007","2007",0.13,,
"AUS","Australia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2008","2008",0.13,,
"AUS","Australia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2009","2009",0.13,,
"AUS","Australia","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2010","2010",0.11,,
"AUS","Australia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2000","2000",19.8,,
"AUS","Australia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2001","2001",19.8,,
"AUS","Australia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2002","2002",19.9,,
"AUS","Australia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2003","2003",20.1,,
"AUS","Australia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2004","2004",20.5,,
"AUS","Australia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2005","2005",20.5,,
"AUS","Australia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2006","2006",20.3,,
"AUS","Australia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2007","2007",20.4,,
"AUS","Australia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2008","2008",20.4,,
"AUS","Australia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2009","2009",20.5,,
"AUS","Australia","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2010","2010",23,,
"AUS","Australia","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2004","2004",0.2,,
"AUS","Australia","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2008","2008",0.2,,
"AUS","Australia","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2010","2010",0.2,,
"AUS","Australia","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2013","2013",0.1,,
"AUS","Australia","IND-INFR-AIR-PC","Airports per one million inhabitants","2004","2004",0.6,,
"AUS","Australia","IND-INFR-AIR-PC","Airports per one million inhabitants","2008","2008",0.6,,
"AUS","Australia","IND-INFR-AIR-PC","Airports per one million inhabitants","2010","2010",0.5,,
"AUS","Australia","IND-INFR-AIR-PC","Airports per one million inhabitants","2013","2013",0.5,,
"AUS","Australia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2000","2000",0.988,,
"AUS","Australia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2001","2001",0.89,,
"AUS","Australia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2002","2002",0.941,,
"AUS","Australia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2003","2003",1.05,,
"AUS","Australia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2004","2004",1.234,,
"AUS","Australia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2005","2005",1.455,,
"AUS","Australia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2006","2006",1.373,,
"AUS","Australia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2007","2007",1.503,,
"AUS","Australia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2008","2008",1.632,,
"AUS","Australia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2009","2009",1.624,,
"AUS","Australia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2010","2010",1.648,,
"AUS","Australia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2011","2011",1.813,,
"AUS","Australia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2012","2012",1.873,,
"AUS","Australia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2013","2013",1.594,,
"AUS","Australia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2014","2014",1.366,,
"AUS","Australia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2015","2015",1.212,,
"AUS","Australia","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2016","2016",1.304,,
"AUS","Australia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2000","2000",0.099,,
"AUS","Australia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2001","2001",0.09,,
"AUS","Australia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2002","2002",0.152,,
"AUS","Australia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2003","2003",0.163,,
"AUS","Australia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2004","2004",0.217,,
"AUS","Australia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2005","2005",0.264,,
"AUS","Australia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2006","2006",0.209,,
"AUS","Australia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2007","2007",0.295,,
"AUS","Australia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2008","2008",0.257,,
"AUS","Australia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2009","2009",0.323,,
"AUS","Australia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2010","2010",0.402,,
"AUS","Australia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2011","2011",0.494,,
"AUS","Australia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2012","2012",0.549,,
"AUS","Australia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2013","2013",0.448,,
"AUS","Australia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2014","2014",0.4,,
"AUS","Australia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2015","2015",0.256,,
"AUS","Australia","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2016","2016",0.236,,
"AUS","Australia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2000","2000",0.889,,
"AUS","Australia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2001","2001",0.8,,
"AUS","Australia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2002","2002",0.789,,
"AUS","Australia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2003","2003",0.888,,
"AUS","Australia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2004","2004",1.017,,
"AUS","Australia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2005","2005",1.191,,
"AUS","Australia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2006","2006",1.164,,
"AUS","Australia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2007","2007",1.208,,
"AUS","Australia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2008","2008",1.376,,
"AUS","Australia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2009","2009",1.301,,
"AUS","Australia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2010","2010",1.246,,
"AUS","Australia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2011","2011",1.319,,
"AUS","Australia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2012","2012",1.323,,
"AUS","Australia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2013","2013",1.146,,
"AUS","Australia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2014","2014",0.966,,
"AUS","Australia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2015","2015",0.957,,
"AUS","Australia","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2016","2016",1.067,,
"AUS","Australia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2000","2000",,"M","Missing value; data cannot exist"
"AUS","Australia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2001","2001",,"M","Missing value; data cannot exist"
"AUS","Australia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2002","2002",,"M","Missing value; data cannot exist"
"AUS","Australia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2003","2003",,"M","Missing value; data cannot exist"
"AUS","Australia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2004","2004",,"M","Missing value; data cannot exist"
"AUS","Australia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2005","2005",,"M","Missing value; data cannot exist"
"AUS","Australia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2006","2006",,"M","Missing value; data cannot exist"
"AUS","Australia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2007","2007",,"M","Missing value; data cannot exist"
"AUS","Australia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2008","2008",,"M","Missing value; data cannot exist"
"AUS","Australia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2009","2009",,"M","Missing value; data cannot exist"
"AUS","Australia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2010","2010",,"M","Missing value; data cannot exist"
"AUS","Australia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2011","2011",,"M","Missing value; data cannot exist"
"AUS","Australia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2012","2012",,"M","Missing value; data cannot exist"
"AUS","Australia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2013","2013",,"M","Missing value; data cannot exist"
"AUS","Australia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2014","2014",,"M","Missing value; data cannot exist"
"AUS","Australia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2015","2015",,"M","Missing value; data cannot exist"
"AUS","Australia","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2016","2016",,"M","Missing value; data cannot exist"
"AUS","Australia","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2000","2000",198,,
"AUS","Australia","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2001","2001",167,,
